"Year","Month","Day","WaterTemperature","Precipitation"
2022,1,18,12.8,0
2022,1,18,12.9,0
2022,1,18,12.9,0
2022,1,18,12.8,0
2022,1,18,12.7,0
2022,1,18,12.7,0
2022,1,18,12.8,0
2022,1,18,12.8,0
2022,1,18,12.9,0
2022,1,19,12.9,0
2022,1,19,12.9,0
2022,1,19,12.9,0
2022,1,19,12.8,0
2022,1,19,12.8,0
2022,1,19,12.8,0
2022,1,19,12.7,0
2022,1,19,12.7,0
2022,1,19,12.7,0
2022,1,19,12.7,0
2022,1,19,12.7,0
2022,1,19,12.7,0
2022,1,19,12.8,0
2022,1,19,12.8,0
2022,1,19,12.8,0
2022,1,19,12.8,0
2022,1,19,13,0
2022,1,19,13,0
2022,1,19,13,0
2022,1,19,13.1,0
2022,1,19,13.2,0
2022,1,19,13.3,0
2022,1,2,12.7,0
2022,1,2,12.7,0
2022,1,2,12.7,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.6,0
2022,1,2,12.5,0
2022,1,2,12.5,0
2022,1,2,12.5,0
2022,1,2,12.6,0
2022,1,2,12.7,0
2022,1,2,12.7,0
2022,1,2,12.8,0
2022,1,2,12.8,0
2022,1,2,12.9,0
2022,1,20,13.4,0
2022,1,20,13.3,0
2022,1,20,13.3,0
2022,1,20,13.3,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.1,0
2022,1,20,13.1,0
2022,1,20,13.2,0
2022,1,20,13.1,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.2,0
2022,1,20,13.3,0
2022,1,20,13.3,0
2022,1,20,13.3,0
2022,1,20,13.3,0
2022,1,21,13.3,0
2022,1,21,13.2,0
2022,1,21,13.2,0
2022,1,21,13.2,0
2022,1,21,13.2,0
2022,1,21,13.2,0
2022,1,21,13.2,0
2022,1,21,13.2,0
2022,1,21,13.2,0
2022,1,21,13.2,0
2022,1,21,13.1,0
2022,1,21,13.1,0
2022,1,21,13.1,0
2022,1,21,13.1,0
2022,1,21,13.1,0
2022,1,21,13.1,0
2022,1,21,13.1,0
2022,1,21,13,0
2022,1,21,13.1,0
2022,1,21,13.1,0
2022,1,21,13.3,0
2022,1,21,13.6,0
2022,1,21,13.7,0
2022,1,21,13.8,0
2022,1,22,13.3,0
2022,1,22,13.3,0
2022,1,22,13.3,0
2022,1,22,13.3,0
2022,1,22,13.3,0
2022,1,22,13.2,0
2022,1,22,13.2,0
2022,1,22,13.1,0
2022,1,22,13.1,0
2022,1,22,13.1,0
2022,1,22,13,0
2022,1,22,13,0
2022,1,22,13,0
2022,1,22,13,0
2022,1,22,13,0
2022,1,22,13,0
2022,1,22,12.9,0
2022,1,22,12.9,0
2022,1,22,12.9,0
2022,1,22,12.9,0
2022,1,22,13,0
2022,1,22,13.1,0
2022,1,22,13.1,0
2022,1,22,13.2,0
2022,1,23,13.2,0
2022,1,23,13.1,0
2022,1,23,12.9,0
2022,1,23,13.1,0
2022,1,23,13.1,0
2022,1,23,13,0
2022,1,23,12.9,0
2022,1,23,12.9,0
2022,1,23,12.9,0
2022,1,23,12.9,0
2022,1,23,12.9,0
2022,1,23,13,0
2022,1,23,13,0
2022,1,23,13,0
2022,1,23,13,0
2022,1,23,12.9,0
2022,1,23,12.8,0
2022,1,23,12.9,0
2022,1,23,12.9,0
2022,1,23,12.9,0
2022,1,23,13,0
2022,1,23,13.1,0
2022,1,23,13.2,0
2022,1,23,13.2,0
2022,1,24,13.1,0
2022,1,24,13.1,0
2022,1,24,13,0
2022,1,24,13,0
2022,1,24,13,0
2022,1,24,13,0
2022,1,24,13,0
2022,1,24,12.9,0
2022,1,24,12.9,0
2022,1,24,13,0
2022,1,24,13,0
2022,1,24,12.9,0
2022,1,24,12.9,0
2022,1,24,12.9,0
2022,1,24,12.8,0
2022,1,24,12.8,0
2022,1,24,12.8,0
2022,1,24,12.8,0
2022,1,24,12.8,0
2022,1,24,12.8,0
2022,1,24,12.9,0
2022,1,24,12.9,0
2022,1,24,13,0
2022,1,24,12.9,0
2022,1,25,12.9,0
2022,1,25,12.8,0
2022,1,25,12.8,0
2022,1,25,12.8,0
2022,1,25,12.9,0
2022,1,25,12.8,0
2022,1,25,12.8,0
2022,1,25,12.8,0
2022,1,25,12.9,0
2022,1,25,12.9,0
2022,1,25,12.9,0
2022,1,25,12.9,0
2022,1,25,12.9,0
2022,1,25,12.8,0
2022,1,25,12.8,0
2022,1,25,12.8,0
2022,1,25,12.8,0
2022,1,25,12.8,0
2022,1,25,12.9,0
2022,1,25,12.9,0
2022,1,25,13,0
2022,1,25,13.1,0
2022,1,25,13.1,0
2022,1,25,13,0
2022,1,26,13,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.9,0
2022,1,26,12.8,0
2022,1,26,12.8,0
2022,1,26,12.8,0
2022,1,26,12.8,0
2022,1,26,12.8,0
2022,1,26,12.8,0
2022,1,26,12.9,0
2022,1,26,13.1,0
2022,1,26,13.1,0
2022,1,26,13.2,0
2022,1,27,13.2,0
2022,1,27,13.1,0
2022,1,27,12.9,0
2022,1,27,12.9,0
2022,1,27,12.9,0
2022,1,27,12.9,0
2022,1,27,12.9,0
2022,1,27,12.9,0
2022,1,27,12.8,0
2022,1,27,12.8,0
2022,1,27,12.8,0
2022,1,27,12.8,0
2022,1,27,12.8,0
2022,1,27,12.8,0
2022,1,27,12.8,0
2022,1,27,12.7,0
2022,1,27,12.7,0
2022,1,27,12.8,0
2022,1,27,12.8,0
2022,1,27,12.8,0
2022,1,27,12.9,0
2022,1,27,13.1,0
2022,1,27,13.1,0
2022,1,27,13,0
2022,1,28,13,0
2022,1,28,13,0
2022,1,28,13,0
2022,1,28,13,0
2022,1,28,13,0
2022,1,28,12.9,0
2022,1,28,12.9,0
2022,1,28,12.9,0
2022,1,28,12.9,0
2022,1,28,12.9,0
2022,1,28,12.8,0
2022,1,28,12.8,0
2022,1,28,12.8,0
2022,1,28,12.8,0
2022,1,28,12.8,0
2022,1,28,12.8,0
2022,1,28,12.8,0
2022,1,28,12.8,0
2022,1,28,12.9,0
2022,1,28,12.9,0
2022,1,28,12.9,0
2022,1,28,13,0
2022,1,28,13.1,0
2022,1,28,13.3,0
2022,1,29,13.3,0
2022,1,29,13.2,0
2022,1,29,13,0
2022,1,29,13,0
2022,1,29,13,0
2022,1,29,12.9,0
2022,1,29,13,0
2022,1,29,12.9,0
2022,1,29,12.9,0
2022,1,29,12.9,0
2022,1,29,12.9,0
2022,1,29,12.8,0
2022,1,29,12.8,0
2022,1,29,12.8,0
2022,1,29,12.8,0
2022,1,29,12.8,0
2022,1,29,12.8,0
2022,1,29,12.7,0
2022,1,29,12.7,0
2022,1,29,12.8,0
2022,1,29,13,0
2022,1,29,13.1,0
2022,1,29,13.3,0
2022,1,3,12.8,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,3,12.7,0
2022,1,30,13.2,0
2022,1,30,13.1,0
2022,1,30,13.1,0
2022,1,30,13,0
2022,1,30,13,0
2022,1,30,13,0
2022,1,30,13,0
2022,1,30,13,0
2022,1,30,12.9,0
2022,1,30,12.9,0
2022,1,30,12.9,0
2022,1,30,12.9,0
2022,1,30,12.9,0
2022,1,30,12.9,0
2022,1,30,12.8,0
2022,1,30,12.8,0
2022,1,30,12.8,0
2022,1,30,12.8,0
2022,1,30,12.8,0
2022,1,30,12.8,0
2022,1,30,12.8,0
2022,1,30,12.8,0
2022,1,30,12.9,0
2022,1,30,12.9,0
2022,1,31,12.9,0
2022,1,31,12.9,0
2022,1,31,12.9,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.9,0
2022,1,31,12.9,0
2022,1,31,12.9,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,31,12.8,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,4,12.7,0
2022,1,5,13,0
2022,1,5,12.9,0
2022,1,5,12.8,0
2022,1,5,12.7,0
2022,1,5,12.6,0
2022,1,5,12.6,0
2022,1,5,12.7,0
2022,1,5,12.7,0
2022,1,5,12.7,0
2022,1,5,12.6,0
2022,1,5,12.6,0
2022,1,5,12.7,0
2022,1,5,12.7,0
2022,1,5,12.8,0
2022,1,5,12.9,0
2022,1,5,12.9,0
2022,1,5,12.9,0
2022,1,5,12.9,0
2022,1,5,13.1,0
2022,1,5,13.1,0
2022,1,5,13.2,0
2022,1,5,13.1,0
2022,1,6,13.1,0
2022,1,6,13.1,0
2022,1,6,13,0
2022,1,6,13,0
2022,1,6,13,0
2022,1,6,13,0
2022,1,6,12.9,0
2022,1,6,12.9,0
2022,1,6,12.8,0
2022,1,6,12.8,0
2022,1,6,12.8,0
2022,1,6,12.7,0
2022,1,6,12.7,0
2022,1,6,12.7,0
2022,1,6,12.7,0
2022,1,6,12.8,0
2022,1,6,12.9,0
2022,1,6,12.9,0
2022,1,6,12.9,0
2022,1,6,12.9,0
2022,1,6,13,0
2022,1,6,13,0
2022,1,6,13,0
2022,1,6,13,0
2022,1,7,13,0
2022,1,7,12.9,0
2022,1,7,12.9,0
2022,1,7,12.9,0
2022,1,7,12.9,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.7,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.8,0
2022,1,7,12.9,0
2022,1,7,12.9,0
2022,1,7,12.9,0
2022,1,7,12.9,0
2022,1,8,13,0
2022,1,8,12.9,0
2022,1,8,12.9,0
2022,1,8,12.9,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.7,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.8,0
2022,1,8,12.9,0
2022,1,8,12.9,0
2022,1,8,13,0
2022,1,8,13,0
2022,1,9,13,0
2022,1,9,12.9,0
2022,1,9,12.9,0
2022,1,9,12.9,0
2022,1,9,12.9,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.8,0
2022,1,9,12.9,0
2022,1,9,12.9,0
2022,1,9,13,0
2022,10,1,15.8,0
2022,10,1,15.7,0
2022,10,1,15.8,0
2022,10,1,15.7,0
2022,10,1,15.6,0
2022,10,1,15.6,0
2022,10,1,15.6,0
2022,10,1,15.6,0
2022,10,1,15.6,0
2022,10,1,15.6,0
2022,10,1,15.6,0
2022,10,1,15.7,0
2022,10,1,15.7,0
2022,10,1,15.5,0
2022,10,1,15.6,0
2022,10,1,15.7,0
2022,10,1,15.7,0
2022,10,1,15.8,0
2022,10,1,15.8,0
2022,10,1,15.8,0
2022,10,1,15.9,0
2022,10,1,15.9,0
2022,10,10,13.5,0
2022,10,10,13.5,0
2022,10,10,13.9,0
2022,10,10,14,0
2022,10,10,14.1,0
2022,10,10,14.2,0
2022,10,10,14.2,0
2022,10,10,14.3,0
2022,10,10,14.3,0
2022,10,10,14.3,0
2022,10,10,14.3,0
2022,10,10,14.3,0
2022,10,10,14.3,0
2022,10,10,14.3,0
2022,10,10,14.2,0
2022,10,10,14.2,0
2022,10,10,14.2,0
2022,10,10,14.3,0
2022,10,10,14.1,0
2022,10,10,14.3,0
2022,10,10,14.4,0
2022,10,10,14.4,0
2022,10,10,14.3,0
2022,10,10,14.3,0
2022,10,11,14.3,0
2022,10,11,14.3,0
2022,10,11,14.2,0
2022,10,11,14.2,0
2022,10,11,14.2,0
2022,10,11,14.2,0
2022,10,11,14.4,0
2022,10,11,14.4,0
2022,10,11,14.4,0
2022,10,11,14.4,0
2022,10,11,14.2,0
2022,10,11,14.2,0
2022,10,11,14.2,0
2022,10,11,14.2,0
2022,10,11,14.2,0
2022,10,11,14.2,0
2022,10,11,14.2,0
2022,10,11,14.4,0
2022,10,11,14.3,0
2022,10,11,14.4,0
2022,10,11,14.4,0
2022,10,11,14.7,0
2022,10,11,14.6,0
2022,10,11,14.5,0
2022,10,12,14.3,0
2022,10,12,14.3,0
2022,10,12,14.3,0
2022,10,12,14.4,0
2022,10,12,14.6,0
2022,10,12,14.5,0
2022,10,12,14.5,0
2022,10,12,14.5,0
2022,10,12,14.5,0
2022,10,12,14.5,0
2022,10,12,14.4,0
2022,10,12,14.5,0
2022,10,12,14.3,0
2022,10,12,14.3,0
2022,10,12,14.2,0
2022,10,12,14.4,0
2022,10,12,14.4,0
2022,10,12,14.5,0
2022,10,12,14.5,0
2022,10,12,14.5,0
2022,10,12,14.7,0
2022,10,12,14.9,0
2022,10,12,15.1,0
2022,10,13,15,0
2022,10,13,14.9,0
2022,10,13,14.8,0
2022,10,13,14.9,0
2022,10,13,15.1,0
2022,10,13,15.1,0
2022,10,13,15,0
2022,10,13,15.2,0
2022,10,13,14.7,0
2022,10,13,14.6,0
2022,10,13,14.6,0
2022,10,13,14.9,0
2022,10,13,15,0
2022,10,13,15.1,0
2022,10,13,14.6,0
2022,10,13,14.5,0
2022,10,13,14.5,0
2022,10,13,14.7,0
2022,10,13,14.8,0
2022,10,13,14.8,0
2022,10,13,14.9,0
2022,10,13,14.8,0
2022,10,13,14.8,0
2022,10,13,14.7,0
2022,10,14,14.6,0
2022,10,14,14.7,0
2022,10,14,14.6,0
2022,10,14,14.4,0
2022,10,14,14.2,0
2022,10,14,13.6,0
2022,10,14,13.7,0
2022,10,14,13.7,0
2022,10,14,13.8,0
2022,10,14,13.9,0
2022,10,14,14,0
2022,10,14,14,0
2022,10,14,14,0
2022,10,14,13.8,0
2022,10,14,13.8,0
2022,10,14,13.7,0
2022,10,14,13.7,0
2022,10,14,13.7,0
2022,10,14,13.7,0
2022,10,14,13.8,0
2022,10,14,14,0
2022,10,14,14.1,0
2022,10,14,14.1,0
2022,10,14,14.2,0
2022,10,15,14.2,0
2022,10,15,14.2,0
2022,10,15,14.2,0
2022,10,15,14.4,0
2022,10,15,14.5,0
2022,10,15,14.6,0
2022,10,15,14.5,0
2022,10,15,14.6,0
2022,10,15,14.7,0
2022,10,15,14.7,0
2022,10,15,14.7,0
2022,10,15,14.7,0
2022,10,15,14.6,0
2022,10,15,14.1,0
2022,10,15,13.9,0
2022,10,15,14,0
2022,10,15,14.1,0
2022,10,15,14.1,0
2022,10,15,14.1,0
2022,10,15,14.1,0
2022,10,15,14.3,0
2022,10,15,14.2,0
2022,10,15,14.3,0
2022,10,15,14.3,0
2022,10,16,14.4,0
2022,10,16,14.5,0
2022,10,16,14.4,0
2022,10,16,14.4,0
2022,10,16,14.4,0
2022,10,16,14.4,0
2022,10,16,14.5,0
2022,10,16,14.7,0
2022,10,16,14.7,0
2022,10,16,14.5,0
2022,10,16,14.3,0
2022,10,16,14.2,0
2022,10,16,14.2,0
2022,10,16,14.2,0
2022,10,16,14.4,0
2022,10,16,14.4,0
2022,10,16,14.4,0
2022,10,16,14.1,0
2022,10,16,14.4,0
2022,10,16,14.2,0
2022,10,16,14.2,0
2022,10,16,14.4,0
2022,10,16,14.2,0
2022,10,16,14.5,0
2022,10,17,14.5,0
2022,10,17,14.7,0
2022,10,17,14.6,0
2022,10,17,14.3,0
2022,10,17,14.3,0
2022,10,17,14.3,0
2022,10,17,14.5,0
2022,10,17,14.5,0
2022,10,17,14.2,0
2022,10,17,14.3,0
2022,10,17,14.3,0
2022,10,17,14.2,0
2022,10,17,14.3,0
2022,10,17,14.5,0
2022,10,17,14.5,0
2022,10,17,14.5,0
2022,10,17,14.5,0
2022,10,17,14.6,0
2022,10,17,14.6,0
2022,10,17,14.7,0
2022,10,17,14.7,0
2022,10,17,15.5,0
2022,10,17,15,0
2022,10,17,15,0
2022,10,18,14.8,0
2022,10,18,14.7,0
2022,10,18,14.4,0
2022,10,18,14.5,0
2022,10,18,14.6,0
2022,10,18,14.6,0
2022,10,18,14.6,0
2022,10,18,14.6,0
2022,10,18,14.5,0
2022,10,18,14.5,0
2022,10,18,14.5,0
2022,10,18,14.5,0
2022,10,18,14.5,0
2022,10,18,14.4,0
2022,10,18,14.3,0
2022,10,18,14.3,0
2022,10,18,14.5,0
2022,10,18,14.5,0
2022,10,18,14.6,0
2022,10,18,14.7,0
2022,10,18,14.8,0
2022,10,18,14.8,0
2022,10,18,14.6,0
2022,10,18,14.5,0
2022,10,19,14.8,0
2022,10,19,15,0
2022,10,19,14.9,0
2022,10,19,14.7,0
2022,10,19,14.6,0
2022,10,19,14.6,0
2022,10,19,14.6,0
2022,10,19,14.7,0
2022,10,19,14.7,0
2022,10,19,14.7,0
2022,10,19,14.6,0
2022,10,19,14.6,0
2022,10,19,14.6,0
2022,10,19,14.6,0
2022,10,19,14.5,0
2022,10,19,14.4,0
2022,10,19,14.5,0
2022,10,19,14.6,0
2022,10,19,14.8,0
2022,10,19,15,0
2022,10,19,15.1,0
2022,10,19,15,0
2022,10,19,14.9,0
2022,10,2,15.9,0
2022,10,2,15.8,0
2022,10,2,16,0
2022,10,2,16,0
2022,10,2,16.1,0
2022,10,2,16.4,0
2022,10,2,16.3,0
2022,10,2,16.4,0
2022,10,2,16.5,0
2022,10,2,16.5,0
2022,10,2,16.6,0
2022,10,2,16.2,0
2022,10,2,16,0
2022,10,2,15.8,0
2022,10,2,16.4,0
2022,10,2,16.5,0
2022,10,2,16.7,0
2022,10,2,16.8,0
2022,10,2,16.9,0
2022,10,2,17.3,0
2022,10,2,17.9,0
2022,10,2,17.9,0
2022,10,2,17.9,0
2022,10,20,15,0
2022,10,20,14.7,0
2022,10,20,14.8,0
2022,10,20,14.8,0
2022,10,20,14.8,0
2022,10,20,14.9,0
2022,10,20,14.7,0
2022,10,20,14.5,0
2022,10,20,14.5,0
2022,10,20,14.5,0
2022,10,20,14.5,0
2022,10,20,14.5,0
2022,10,20,14.5,0
2022,10,20,14.6,0
2022,10,20,14.7,0
2022,10,20,14.7,0
2022,10,20,14.8,0
2022,10,20,14.9,0
2022,10,20,14.8,0
2022,10,20,14.9,0
2022,10,20,14.8,0
2022,10,20,14.9,0
2022,10,20,14.9,0
2022,10,20,14.9,0
2022,10,21,14.9,0
2022,10,21,14.9,0
2022,10,21,14.9,0
2022,10,21,14.8,0
2022,10,21,14.7,0
2022,10,21,14.7,0
2022,10,21,14.7,0
2022,10,21,14.7,0
2022,10,21,14.6,0
2022,10,21,14.7,0
2022,10,21,14.6,0
2022,10,21,14.6,0
2022,10,21,14.7,0
2022,10,21,14.7,0
2022,10,21,14.6,0
2022,10,21,14.6,0
2022,10,21,14.6,0
2022,10,21,14.6,0
2022,10,21,14.6,0
2022,10,21,14.6,0
2022,10,21,14.6,0
2022,10,21,14.7,0
2022,10,21,14.7,0
2022,10,21,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.6,0
2022,10,22,14.7,0
2022,10,22,14.6,0
2022,10,22,14.5,0
2022,10,22,14.5,0
2022,10,22,14.3,0
2022,10,22,14.3,0
2022,10,22,14.3,0
2022,10,22,14.3,0
2022,10,22,14.2,0
2022,10,22,14.2,0
2022,10,22,14.2,0
2022,10,23,14.1,0
2022,10,23,14,0
2022,10,23,13.9,0
2022,10,23,13.7,0
2022,10,23,13.5,0
